question,answer
"What is the necessary companion to a C64?","The 1541 is the necessary companion to a C64."
"What can replace a 1541?","A 1570 or a 1571 can replace a 1541, since they include a 1541 compatibility mode."
"What is the capacity of a 1581 disk?","The 1581 supports 880 KB per disk."
"Why can't a 1581 replace a 1541?","Most applications contain their own floppy speeders that make lots of assumptions on the exact on-disk format, making it hard for a 1581 to replace a 1541."
"What is the use of a 1581 in GEOS?","A 1581 can be very useful in GEOS."
"What type of drive is inside Creative Micro Devices' hard drives?","A 3.5" SCSI drive is inside Creative Micro Devices' hard drives."
"What is the purpose of the 6502 CPU in Creative Micro Devices' hard drives?","The 6502 CPU allows code execution on their CPU."
"Why can't Creative Micro Devices' hard drives replace a 1541?","They are not compatible enough to replace a 1541."
"What is the purpose of the Commodore REU?","The Commodore REU contains a DMA chip that transfers data between itself and main RAM."
"What is the function of the GeoRAM?","The GeoRAM maps a block to the $DE00-$DFFF area."
"What is the feature of the RAMLink?","The RAMLink is battery backed and designed as a RAM disk."
"What were Freezer cartridges used for?","Freezer cartridges like the Action Replay and the Final Cartridge were used to dump all of memory to disk and thus copy certain copy-protected games."
"What feature did Freezer cartridges have?","They featured floppy speeders that disabled the original routines directly at startup time, without any effort from the user."
"What were CPU speeders used for?","CPU speeders like the 8 MHz Flash 8 and the SuperCPU were used to increase the CPU speed."
"What is the feature of the SuperCPU?","The SuperCPU replaces the onboard CPU with a 20 MHz 65C816, which has a native 16 bit mode that can address up to 16 MB of RAM."
"What is the benefit of using a SuperCPU with GEOS?","The speedup of GEOS with a SuperCPU is significant."
"What peripherals were created by the enthusiast scene in the 2000s?","The enthusiast scene created peripherals like ethernet interfaces, IDE interfaces, and SD card readers."
"What is the Commodore 64 DTV?","The Commodore 64 DTV is a reimplemented C64 in the form of a Joystick."
"What can the Commodore 64 DTV be extended to connect to?","The Commodore 64 DTV can be extended to connect to a keyboard and a 1541."
