question,answer
"What function in C64 Basic returns a six character time display?","TIL$ is a function in C64 Basic that returns a six character time display. It returns the number of 1/60th of a second since midnight as a six digit number, left padded with zeros. For example, 1 TIL$ will display "000010"."
"What does the VAL function do in C64 Basic?","The VAL function in C64 Basic converts a string variable into a numeric value. For example, A$ = "55": PRINT VAL (A$) will print 55."
"What command is used to compare a program currently saved to tape or disk with the same program in memory in C64 Basic?","VERIFY is a command in C64 Basic that is used to compare a program currently saved to tape or disk with the same program in memory. For example, SAVE 'TEST': VERIFY 'TEST' will save and verify the program called test."
"What is the function of the WAIT command in C64 Basic?","The WAIT command in C64 Basic stops the execution of a program until the specified condition is met. For example, WAIT 198,1 will stop until any key is pressed."
"What is the function of the USR function in C64 Basic?","The USR function in C64 Basic accesses a user callable machine language routine. Memory locations 785 and 786 must contain the pointers for the start of the machine language routine."
"What is the function of the TIME function in C64 Basic?","The TIME function in C64 Basic returns the number of 1/60th of a second since midnight. For example, PRINT TI/30 will display how many 1/30 second intervals have elapsed since power up."
"What does the TIL$ function return in C64 Basic?","The TIL$ function in C64 Basic returns a six character time display. It returns the number of 1/60th of a second since midnight as a six digit number, left padded with zeros."
"What is the function of the VERIFY command in C64 Basic?","The VERIFY command in C64 Basic is used to compare a program currently saved to tape or disk with the same program in memory. For example, SAVE 'TEST': VERIFY 'TEST' will save and verify the program called test."
"What does the VAL function do in C64 Basic?","The VAL function in C64 Basic converts a string variable into a numeric value. For example, A$ = "55": PRINT VAL (A$) will print 55."
"What is the function of the WAIT command in C64 Basic?","The WAIT command in C64 Basic stops the execution of a program until the specified condition is met. For example, WAIT 198,1 will stop until any key is pressed."
