question,answer
"What command erases a program currently in memory in C64 Basic?","NEW NONE is a command that when used will erase a program currently in memory in C64 Basic."
"What statement is used in conjunction with the FOR statement and serves as a counter that is incremented by 1, and tested for the end-value, to check to see if its time to stop the loop in C64 Basic?","NEXT N(SHIFTED E) is a statement that is used in conjunction with the FOR statement, and serves as a counter that is incremented by 1, and tested for the end-value, to check to see if its time to stop the loop in C64 Basic."
"What is the use of NOT N(SHIFTED O) in C64 Basic?","NOT N(SHIFTED O) is a logical operator that can be used to compare a set of values or variables, for a negative result in C64 Basic. For example: IF NOT X = Y THEN END- the program will end if the value of x does not equall the value of y."
"What is the use of ON NONE in C64 Basic?","ON NONE is a statement that is used with the goto and gosub statements. Depending on the value of a set of variables in a program, the ON statement will jump to any one of several predefined line numbers within the program. The ON statement can also be used inplace of the IF THEN statement in C64 Basic."
"What command is used to open a channel to a device or file in C64 Basic?","OPEN O(SHIFTED P) is a command that will open a channel to a device or file in C64 Basic."
"What is the use of OR NONE in C64 Basic?","OR NONE is a logical operator that can compare a set of values for a true of false result in C64 Basic. For example: IF A =50 OR B = 100 THEN END- this means if A and B are true then end the program."
"What does PEEK P(SHIFTED E) do in C64 Basic?","PEEK P(SHIFTED E) reads and returns the contents of a specified memory location in C64 Basic. For example: POKE 53280,1-put in location 53280 the value."
"What is the difference between NOT and OR in C64 Basic?","In C64 Basic, NOT is a logical operator that returns true if the value is false, while OR is a logical operator that returns true if either of the values are true."
"What is the purpose of the SHIFTED key in C64 Basic commands?","In C64 Basic, the SHIFTED key is used to modify certain commands to access additional functionalities. For example, NEXT and N(SHIFTED E) are two different commands, with the latter serving as a counter in loops."
"What is the use of the FOR statement in C64 Basic?","The FOR statement in C64 Basic is used to repeat a block of code a specific number of times. It is used in conjunction with the NEXT statement, which serves as a counter that is incremented by 1, and tested for the end-value, to check to see if its time to stop the loop."
