question,answer
"What is a file on a diskette similar to?","an organized place to put things, like a file cabinet in your office"
"What type of files have you used so far?","program files"
"What is the primary purpose of a data file?","to store the contents of program variables, so they won't be lost when the program ends"
"What is a sequential data file?","a file in which the contents of the variables are stored in sequence, one right after another"
"How are sequential files on diskette similar to those on cassette?","they are just like the data files used on cassettes"
"How must sequential files be read?","from beginning to end"
"What happens when sequential files are created?","information is transferred byte-by-byte, through a buffer, onto the magnetic media"
"How do program files, sequential data files, and user files work?","sequentially"
"What acts like a sequential file?","the directory"
"What will we learn in the next few pages?","some more BASIC words"
"What will we do with the BASIC words?","put them together in a simple but useful program"
"What are the two other file types recorded sequentially on a diskette?","program files and user files"
"How are program files saved on a diskette?","in order from beginning to end, just like the information in a sequential data file"
"What is the main difference between program files and sequential data files?","the commands you use to access it"
"What are user files similar to?","sequential data files"
"When are user files used?","almost never"
"How can user files be treated?","as though they were sequential data files"
"What can be done with program files?","they can be read into the computer a byte at a time and rewritten to the diskette in a modified form"
"What is possible for the advanced user?","reading a program file into the computer a byte at a time and rewriting it to the diskette in a modified form"
"What is stored in a data file?","the contents of program variables"
"Why are data files used?","so the contents of program variables won't be lost when the program ends"
"How are data files organized?","in a sequential manner"
"What is the purpose of a sequential data file?","to store the contents of program variables"
"What is a characteristic of sequential files?","they must be read from beginning to end"
"How are files created on a diskette?","through a buffer, onto the magnetic media"
"What type of files can be accessed with the same commands?","program files and user files"
"What is a common trait of program files, sequential data files, and user files?","they all work sequentially"
"What is the relationship between sequential files on diskette and cassette?","they are similar"
