question,answer
"What is the operation of PLP","PLP Pull processor status from stack"
"What is the addressing mode of PLP","Implied"
"What is the assembly language form of PLP","Assembly Language Form"
"What is the OP CODE of PLP","PLP"
"What is the number of bytes of PLP","1"
"What is the number of cycles of PLP","4"
"What is the purpose of PLP","Pull processor status from stack"
"What is the status pulled by PLP","processor status"
"What is the stack used for in PLP","From Stack"
"What is the operation of PLA","PLA"
