question,answer
"What is the maximum time for ATN RESPONSE (REQUIRED)?","1000us"
"What is the minimum time for LISTENER HOLD-OFF?","0"
"What is the typical time for NON-EOI RESPONSE TO RFD?","40us"
"What is the maximum time for BIT SET-UP TALKER?","-"
"What is the minimum time for DATA VALID?","20us"
"What is the maximum time for FRAME HANDSHAKE?","1000us"
"What is the minimum time for FRAME TO RELEASE OF ATN?","20us"
"What is the maximum time for BETWEEN BYTES TIME?","-"
"What is the minimum time for EOI RESPONSE TIME?","200us"
"What is the maximum time for EOI RESPONSE HOLD TIME?","-"
"What is the minimum time for TALKER RESPONSE LIMIT?","0"
"What is the maximum time for BYTE-ACKNOWLEDGE?","-"
"What is the minimum time for TALK-ATTENTION RELEASE?","20us"
"What is the maximum time for TALK-ATTENTION ACKNOWLEDGE?","-"
"What is the minimum time for TALK-ATTENTION ACK. HOLD?","80us"
"What is the maximum time for EOI ACKNOWLEDGE?","-"
"What is the purpose of the SERIAL CLK IN/OUT signal?","timing the data sent on the serial bus"
"What is transmitted on the SERIAL DATA IN/OUT line?","one bit at a time"
"What is the type of connector on the expansion port?","44-pin (22122) female edge connector"
"What is the purpose of the expansion port?","for expansions of the Commodore 64 system"
"What is the arrangement of the expansion bus?","2 2 2 1 1 1 1 1 1 1 1 1 1 2 1 0 9 8 7 6 5 4 3 2 1 0 9 8 7 6 5 4 3 2 1"
"What is the caution when using the expansion bus?","possible to damage the Commodore 64"
"What happens if the maximum time for ATN RESPONSE (REQUIRED) is exceeded?","device not present error"
"What happens if the maximum time for NON-EOI RESPONSE TO RFD is exceeded?","EOI response required"
"What happens if the maximum time for FRAME HANDSHAKE is exceeded?","frame error"
"What is the minimum value of Tv and Tpr for an external device to be a talker?","60us"
"What is the minimum value of Tei for an external device to be a listener?","80us"
"What is the purpose of the expansion connector?","to use the connector, a 44-pin (22/22) male edge connector is required"
