question,answer
"what is smooth scrolling?","Smooth scrolling is a one pixel movement of the entire screen in one direction."
"what directions can smooth scrolling move?","It can move either UP, or down, or left, or right."
"what is the purpose of smooth scrolling?","It is used to move new information smoothly onto the screen, while smoothly removing characters from the other side."
"what chip supports smooth scrolling?","The VIC-II chip supports smooth scrolling in both the horizontal and vertical directions."
"how many horizontal positions can the VIC-II chip place the video screen in?","The VIC-II chip features the ability to place the video screen in any of 8 horizontal positions."
"how many vertical positions can the VIC-II chip place the video screen in?","The VIC-II chip features the ability to place the video screen in any of 8 vertical positions."
"what is the purpose of the 38 column mode?","The 38 column mode is used to give you a place for your new data to scroll on from."
"what is the purpose of the 24 row mode?","The 24 row mode is used to give you a place for your new data to scroll on from."
"how do you go into 38 column mode?","To go into 38 column mode, bit 3 of location 53270 ($D016) must be set to a 0."
"how do you return to 40 column mode?","To return to 40 column mode, set bit 3 of location 53270 ($D016) to a 1."
"how do you go into 24 row mode?","To go into 24 row mode, bit 3 of location 53265 ($D011) must be set to a 0."
"how do you return to 25 row mode?","To return to 25 row mode, set bit 3 of location 53265 ($D011) to a 1."
"what is necessary when scrolling in the X direction?","When scrolling in the X direction, it is necessary to place the VIC-II chip into 38 column mode."
"where should new data be placed when scrolling LEFT?","When scrolling LEFT, the new data should be placed on the right."
"where should new data be placed when scrolling RIGHT?","When scrolling RIGHT the new data should be placed on the left."
"what is necessary when scrolling in the Y direction?","When scrolling in the Y direction, it is necessary to place the VIC-II chip into 24 row mode."
"where should new data be placed when scrolling UP?","When scrolling UP, place the new data in the LAST row."
"where should new data be placed when scrolling DOWN?","When scrolling DOWN, place the new data on the FIRST row."
"where is the scroll register located for X direction scrolling?","For scrolling in the X direction, the scroll register is located in bits 2 to 0 of the VIC-II control register at location 53270 ($D016 in HEX)."
"where is the scroll register located for Y direction scrolling?","For scrolling in the Y direction, the scroll register is located in bits 2 to 0 of the VIC-II control register at location 53265 ($D011 in HEX)."
"how do you scroll text onto the screen from the bottom?","To scroll text onto the screen from the bottom, you would step the low-order 3 bits of location 53265 from 0-7, put more data on the covered line at the bottom of the screen, and then repeat the process."
"how do you scroll characters onto the screen from left to right?","To scroll characters onto the screen from left to right, you would step the low-order 3 bits of location 53270 from 0 to 7, print or POKE another column of new data into column 0 of the screen, then repeat the process."
"what happens if you step the scroll bits by -1?","If you step the scroll bits by -1, your text will move in the opposite direction."
"what is the purpose of the VIC-II scrolling registers?","The VIC-II scrolling registers control the positioning of the video screen."
"what is the range of values for the X position of the screen?","The X position of the screen can be set to a value from 0 to 7."
"what is the range of values for the Y position of the screen?","The Y position of the screen can be set to a value from 0 to 7."
"what is the purpose of the machine language program in smooth scrolling?","The machine language program is used to shift the entire screen one entire character in the direction of the scroll."
