question,answer
"Is the serial port a buffered system?","Yes"
"What is the maximum baud rate possible?","02 divided by 4"
"What is the maximum useable baud rate?","determined by line loading and the speed at which the receiver responds to input data"
"What is the purpose of the control bit?","selects input or output mode"
"What happens to the data in the shift register after 8 CNT pulses?","dumped into the Serial Data Register and an interrupt is generated"
"What is the function of TIMER A?","used for the baud rate generator"
"What is the maximum baud rate possible in output mode?","1/2 the underflow rate of TIMER A"
"What happens to the data shifted out on the SP pin?","becomes valid on the falling edge of CNT and remains valid until the next falling edge"
"What is the purpose of the Serial Data Register?","to store data to be transmitted"
"What happens to the shift register after 8 CNT pulses?","shifts out to the SP pin"
"What is the purpose of the CNT pin?","to generate the clock signal"
"What is the purpose of the SP pin?","to transmit data"
"What is the purpose of the Serial Port?","to transmit data serially"
"What is the maximum number of bytes that can be transmitted continuously?","one byte ahead of the shift register"
"What happens to the CNT pin after 8 CNT pulses?","returns high"
"What is the purpose of the SDR data?","to transmit data serially"
"What is the format of the serial input data?","MSB first"
"What is the purpose of the 6526 devices?","to connect to a common serial communication bus"
"What is the purpose of the CNT and SP outputs?","to allow a common serial communication bus"
"What is the protocol for master/slave selection?","transmitted over the serial bus or via dedicated handshaking lines"
"What is the purpose of the TIMER A?","to generate the baud rate"
"What is the purpose of the Serial Data Register?","to store data to be transmitted"
"What happens to the data in the shift register after transmission?","dumped into the Serial Data Register"
"What is the purpose of the shift register?","to store data to be transmitted"
"What is the purpose of the CNT pin?","to generate the clock signal"
"What is the purpose of the SP pin?","to transmit data"
"What is the purpose of the Serial Port?","to transmit data serially"
"What is the maximum baud rate possible in input mode?","1/2 the underflow rate of TIMER A"
"What is the purpose of the TIMER A in output mode?","to generate the baud rate"
"What is the purpose of the Serial Data Register?","to store data to be transmitted"
"What is the purpose of the shift register?","to store data to be transmitted"
