question,answer
"what is the serial bus designed for","a daisy chain arrangement to let the Commodore 64 communicate with devices"
"What is the advantage of the serial bus","more than one device can be connected to the port"
"How many devices can be connected to the serial bus at one time","up to 5 devices"
"What are the three types of operation over a serial bus","CONTROL, TALK, and LISTEN"
"What is a CONTROLLER device","a device which controls operation of the serial bus"
"What is a TALKER device","a device that transmits data onto the bus"
"What is a LISTENER device","a device that receives data from the bus"
"Who is the controller of the serial bus","the Commodore 64"
"What are the three roles the Commodore 64 plays on the serial bus","controller, TALKER, and LISTENER"
"What is the purpose of a bus ADDRESS","to allow the Commodore 64 to route data to its intended destination"
"What is the range of addresses on the serial bus","from 4 to 31"
"What can the Commodore 64 COMMAND a device to do","to TALK or LISTEN"
"What happens if more than one device tries to TALK on the bus at the same time","the system will crash in confusion"
"How many devices can LISTEN to one TALKER at the same time","any number"
"What is the purpose of the SECONDARY ADDRESS","to let the Commodore 64 transmit setup information to a device"
"What is an example of using the SECONDARY ADDRESS","OPEN 1,4,7"
"What are the 6 lines used in serial bus operations","input and 3 output"
"What are the 3 input lines used for","data, control, and timing signals into the Commodore 64"
"What are the 3 output lines used for","data, control, and timing signals from the Commodore 64 to external devices"
"What is the purpose of the serial bus","to let the Commodore 64 communicate with devices"
