question,answer
"Is there an instruction to add memory to the accumulator with carry?","ADC"
"What is the effect of the ASL instruction?","Shift left One Bit (Memory or Accumulator)"
"What is the purpose of the BCC instruction?","Branch on Carry Clear"
"What is the effect of the CLC instruction?","Clear Carry Flag"
"What is the purpose of the CMP instruction?","Compare Memory and Accumulator"
"What is the effect of the DEC instruction?","Decrement Memory by One"
"What is the purpose of the EOR instruction?","'Exclusive-OR' Memory with Accumulator"
"What is the effect of the INC instruction?","Increment Memory by One"
"What is the purpose of the JMP instruction?","Jump to New location"
"What is the effect of the LDA instruction?","Load Accumulator with Memory"
"What is the purpose of the LSR instruction?","Shift One Bit Right (Memory or Accumulator)"
"What is the effect of the ORA instruction?","'OR' Memory with Accumulator"
"What is the purpose of the PHA instruction?","Push Accumulator on Stack"
"What is the effect of the ROL instruction?","Rotate One Bit Left (Memory or Accumulator)"
"What is the purpose of the SBC instruction?","Subtract Memory from Accumulator with Borrow"
"What is the effect of the SEC instruction?","Set Carry Flag"
"What is the purpose of the STA instruction?","Store Accumulator in Memory"
"What is the effect of the TAX instruction?","Transfer Accumulator to Index X"
"What is the purpose of the TYA instruction?","Transfer Index Y to Accumulator"
"What is the effect of the TXA instruction?","Transfer Index X to Accumulator"
"What is the purpose of the RTS instruction?","Return from Subroutine"
"What is the effect of the SED instruction?","Set Decimal Mode"
"What is the purpose of the SEI instruction?","Set Interrupt Disable Status"
"What is the effect of the STX instruction?","Store Index X in Memory"
"What is the purpose of the TSX instruction?","Transfer Stack Pointer to Index X"
"What is the effect of the TYA instruction?","Transfer Index Y to Accumulator"
"What is the purpose of the TXS instruction?","Transfer Index X to Stack Register"
"What is the effect of the PLA instruction?","Pull Accumulator from Stack"
"What is the purpose of the PLP instruction?","Pull Processor Status from Stack"
