question,answer
"What is the simplest form of output in BASIC?","The simplest form of output in BASIC is the PRINT statement."
"What is the purpose of formatting information on the screen?","To make it easy to read."
"What is the role of the eyes in using the information on the screen?","They are the input device."
"What is the purpose of using colors, placement of letters, and capital and lower case letters?","To best communicate the information."
"What is the function of the <CRSR> key?","It makes the cursor change position."
"What is the character code number of the <RETURN> key?","13."
"What is the purpose of the TAB function?","To position the cursor on the given position from the left edge of the screen."
"What is the purpose of the SPC function?","To move the cursor right a given number of spaces from the current position."
"What is the purpose of punctuation marks in the PRINT statement?","To separate and format information."
"What is the function of the semicolon in the PRINT statement?","It separates 2 items without any spaces in between."
"What happens when a semicolon is the last thing on a line?","The cursor remains after the last thing PRINTed instead of going down to the next line."
"What is the purpose of the comma in the PRINT statement?","It separates items into columns."
"How many columns are on the Commodore 64 screen?","4 columns of 10 characters each."
"What happens when the computer PRINTs a comma?","It moves the cursor right to the start of the next column."
"What is the purpose of quote marks in the PRINT statement?","To separate literal text from variables."
"What is the function of the RETURN code?","It makes the cursor go to the next logical line on the screen."
"What is a logical line on the screen?","It can be 1 or 2 screen lines long, depending on what was typed or PRINTed."
"How does the computer know that two lines are really one long line?","The links are held in the line link table."
"What determines where the <RETURN> key sends the cursor?","The logical line the cursor is on."
"What determines if the screen scrolls 1 or 2 lines at a time?","The logical line at the top of the screen."
"What are some other ways to use the TV as an output device?","Graphics, changing screen and border colors and sizes, and creating music and special effects."
"What chapter describes how to create objects that move across the screen?","The chapter on graphics."
"What section tells how the screen and border colors and sizes are changed?","The VIC chip section."
"What chapter tells how the TV speaker creates music and special effects?","The sound chapter."
