question,answer
"How much RAM is available on the C64?","64K"
"What is the number of possible locations for the high resolution screen?","8"
"What is the function of the VIC chip?","controls the high resolution screen"
"What is the address range for the high resolution screen in the standard system?","8192 to 16192 decimal"
"Why can't the VIC chip see the entire RAM?","because it can only see the first 16K of RAM"
"What is the purpose of moving the bottom of BASIC up past address 16193 decimal?","to prevent BASIC from overwriting the screen"
"How much program space is lost when moving the bottom of BASIC?","14K"
"What is stored in the space between address 2048 decimal and 4096 decimal?","data for 32 Sprites"
"Why can't Sprite data be stored between addresses 4096 and 8192 decimal?","because the VIC chip maintains an image of the character set ROM in this area"
"What register does the VIC chip look at to find the screen location?","VIC Memory Control register at address 53272 decimal"
"What does bit 3 of the VIC Memory Control register control?","the starting address of the screen"
"What is the starting address of the screen when bit 3 is 0?","0000"
"What is the starting address of the screen when bit 3 is 1?","8192 decimal"
"How do you set the screen to start at address 8192 decimal in BASIC?","POKE 53272, PEEK(53272) OR 8"
"What is the purpose of setting bit 5 of the VIC Control register?","to switch to high resolution mode"
"How do you switch to high resolution mode in BASIC?","POKE 53265, PEEK(53265) OR 32"
"What happens when the VIC chip switches to high resolution mode?","it stops displaying the normal text screen and begins displaying the high resolution screen"
"Why does the screen appear to be full of garbage when switching to high resolution mode?","because memory locations 8192 to 16192 decimal are probably full of rubbish"
"What is the source of the colored dots on the screen?","characters that were being displayed on the normal text screen are now displayed as different colored dots"
"How do you remove the colored squares from the screen?","by printing a clear screen character (SHIFT/CLR)"
