question,answer
"what is the resolution of the commodore 64 screen in low resolution mode","1000 character locations laid out as 25 lines of 40 characters"
"what are the two character sets available on the commodore 64","character set 1 contains upper case characters, numbers, special characters, and graphics characters, and character set 2 contains lower case characters and upper case characters"
"how do you switch between character sets on the commodore 64","simultaneously pressing shift and the commodore key"
"what is the purpose of the chrs function in basic","to return a single character string which is the character whose ascii code is the value of the expression contained in the brackets"
"what is the range of values that can be used in the chrs function","0 to 255 or an illegal quantity error message will result"
"what are the first 32 ascii characters used for","special control characters, most of which control printers and terminals with functions like line feed, form feed and carriage return"
"what are the second 32 ascii characters used for","special characters used in basic like s,(,),+,*, etc. and the digits 0 to 9"
"what are the third 32 ascii characters used for","upper case letters"
"what are the fourth 32 ascii characters used for on the commodore 64","a set of graphics characters instead of lower case letters"
"what are the first 32 characters of the commodore 64 character set used for","some special control codes"
"what are the character codes 128 to 255 used for on the commodore 64","available for use, with the first 32 being of special interest"
"what is the purpose of the print statement in basic","to produce some fairly impressive graphics and simple animation"
"how do you control where on the screen the next character is to be printed","by inserting cursor movement control characters into the string that is being printed"
"what is the function used to control cursor movement on the commodore 64","chrs"
"what is the purpose of the chapter","to deal with low resolution graphics on the commodore 64"
"what is the other display mode of the commodore 64 besides low resolution","high resolution"
"what chapter deals with high resolution graphics on the commodore 64","chapter 7"
"what is the default character set when the machine is first switched on","character set 1"
