question,answer
"How does the <SHIFT> key work on a Commodore 64?","The <SHIFT> key works like that on a standard typewriter, allowing the display of two letters or symbols and two graphic characters, depending on the mode, either upper/lower case or upper case/graphic, and for special YELLOW function keys, it gives the function marked on the front of the key."
"What is the function of the <SHIFT> key in upper/lower case mode?","In the upper/lower case mode, the <SHIFT> key gives you standard upper case characters."
"What is the function of the <SHIFT> key in upper case/graphic mode?","In the upper case/graphic mode, the <SHIFT> key will display the graphic character on the right hand side of the front part of the key."
"How does the <SHIFT> key work with special YELLOW function keys?","With special YELLOW function keys, the <SHIFT> key will give you the function marked on the front of the key."
"What is the purpose of the <SHIFT> key on a Commodore 64?","The purpose of the <SHIFT> key is to allow the display of multiple characters or functions from a single key, depending on the mode and type of key."
"Can the <SHIFT> key be used to access graphic characters?","Yes, in the upper case/graphic mode, the <SHIFT> key can be used to access graphic characters on the right hand side of the front part of the key."
"How does the <SHIFT> key interact with the mode of the Commodore 64?","The <SHIFT> key interacts with the mode of the Commodore 64, either upper/lower case or upper case/graphic, to determine the character or function displayed."
"What is the relationship between the <SHIFT> key and the function keys on a Commodore 64?","The <SHIFT> key can be used to access the function marked on the front of special YELLOW function keys."
"Can the <SHIFT> key be used to access upper case characters?","Yes, in the upper/lower case mode, the <SHIFT> key can be used to access standard upper case characters."
"How does the <SHIFT> key enhance the functionality of the Commodore 64 keyboard?","The <SHIFT> key enhances the functionality of the Commodore 64 keyboard by allowing multiple characters or functions to be accessed from a single key, depending on the mode and type of key."
