question,answer
"PLP is used for what purpose?","Pull Processor Status from Stack"
"ROL is used for what operation?","Rotate One Bit Left (Memory or Accumulator)"
"RTI is used for what action?","Return from Interrupt"
"RTS is used for what action?","Return from Subroutine"
"SBC is used for what operation?","Subtract Memory from Accumulator with Borrow"
"SEC is used for what action?","Set Carry Flag"
"SED is used for what action?","Set Decimal Mode"
"SEI is used for what action?","Set Interrupt Disable Status"
"STA is used for what operation?","Store Accumulator in Memory"
"STX is used for what operation?","Store Index X in Memory"
"STY is used for what operation?","Store Index Y in Memory"
"TAX is used for what operation?","Transfer Accumulator to Index X"
"TAY is used for what operation?","Transfer Accumulator to Index Y"
"TSX is used for what operation?","Transfer Stack Pointer to Index X"
"TXA is used for what operation?","Transfer Index X to Accumulator"
"TXS is used for what operation?","Transfer Index X to Stack Pointer"
"TYA is used for what operation?","Transfer Index Y to Accumulator"
