question,answer
"Is the BVC instruction used for branch on overflow clear?","Yes"
"What is the operation of the BVC instruction?","Branch on V = 0"
"What is the addressing mode of the BVC instruction?","Relative"
"What is the assembly language form of the BVC instruction?","BVC Oper"
"What is the OP CODE of the BVC instruction?","50"
"How many bytes does the BVC instruction occupy?","2"
"How many cycles does the BVC instruction take?","2*"
"What is the condition for adding 1 to the branch count?","Add 1 if branch occurs to same page"
"What is the condition for adding 2 to the branch count?","Add 2 if branch occurs to different page"
"What is the purpose of the BVC instruction?","Branch on overflow clear"
"What is the format of the BVC instruction?","Assembly Language Form"
