question,answer
"What is the size of the matrix on the Programmable Character Worksheet?","8 by 8"
"What is the purpose of the matrix?","To design your own characters"
"What is the value of the leftmost bit?","128 or 2 to the 7th power"
"What is the value of the rightmost bit?","1 or 2 to the 0 power"
"What should you do when you want to create the DATA statement for your character?","Place an X on the matrix at every location where you want a dot to be in your character"
"What should you do with the numbers at the top of each column?","Take the number at the top of the column and write it down"
"What is the purpose of adding the numbers together?","To get the number that you will put into the DATA statement to draw the row"
"What should you do if any of your numbers are not within the range of 0 to 255?","Recheck your addition"
"What is the range of numbers that the numbers must be in?","0 to 255"
"What should you do if you have less than 8 numbers?","You missed a row"
"What is the importance of the 0 rows?","They are just as important as the other numbers"
"What should you do if you don't like the way your character turned out?","Change the numbers in the DATA statement and re-RUN the program"
"What is the hint for best results?","Make any vertical lines in your characters at least 2 dots (bits) wide"
"What is the problem that this hint is trying to prevent?","CHROMA noise (color distortion) on your characters when they are displayed on a TV screen"
"What is the importance of the hint?","It helps prevent CHROMA noise on your characters"
"What is the purpose of the Programmable Character Worksheet?","To help you design your own characters"
"What is the size of the matrix in terms of rows?","8"
"What is the size of the matrix in terms of columns?","8"
"What is the value of the next bit after the leftmost bit?","64 or 2 to the 6th power"
"What is the value of the next bit after the next bit?","32 or 2 to the 5th power"
"What is the value of the next bit after the next bit?","16 or 2 to the 4th power"
"What is the value of the next bit after the next bit?","8 or 2 to the 3rd power"
"What is the value of the next bit after the next bit?","4 or 2 to the 2nd power"
"What is the value of the next bit after the next bit?","2 or 2 to the 1st power"
"What is the value of the next bit after the next bit?","1 or 2 to the 0th power"
