question,answer
"What is the meaning of error code 0?","Routine terminated by the <STOP> key"
"What happens when the carry bit of the accumulator is set?","The number of the error message is returned in the accumulator"
"What is the purpose of the KERNAL READST routine?","Errors are identified using this routine instead of the error codes"
"What is the meaning of error code 1?","Too many open files"
"What is the meaning of error code 2?","File already open"
"What is the meaning of error code 3?","File not open"
"What is the meaning of error code 4?","File not found"
"What is the meaning of error code 5?","Device not present"
"What is the meaning of error code 6?","File is not an input file"
"What is the meaning of error code 7?","File is not an output file"
"What is the meaning of error code 8?","File name is missing"
"What is the meaning of error code 9?","Illegal device number"
"What is the purpose of the KERNAL routines?","To provide a list of error messages"
