question,answer
"Is the equal-tempered scale used in the text?","Yes"
"What is the number of semitones in an octave?","12"
"What is the frequency of A-4 in concert pitch?","440 Hz"
"What is the formula for calculating the frequency of each semitone?","The 12th root of 2 times the frequency of the previous semitone"
"What is the purpose of the table in Appendix E?","To produce the notes of the equal-tempered scale"
"What is the range of the oscillators?","(Not specified)"
"What is the size of the note look-up table?","192 bytes"
"What is the size of the optimized note look-up table?","24 bytes"
"How many entries are in the optimized note look-up table?","12"
"What is the purpose of dividing the 16-bit value by two?","To calculate notes in lower octaves"
"What is the range of the note B-7?","(Beyond the range of the oscillators)"
"What is the purpose of including note B-7 in the table?","For calculation purposes"
"What is the format of specifying a note?","One byte with the lower nybble selecting the semitone and the upper nybble selecting the octave"
"What is the purpose of the division routine?","To determine how many times the table value must be right-shifted"
"What is the number of bits necessary to select 1 of 12 semitones?","4 bits"
"What is the number of bits necessary to select 1 of 8 octaves?","3 bits"
"What is the total number of bits necessary to specify a note?","7 bits"
"What is the purpose of the SID Oscillator frequency control registers?","To produce the notes of the equal-tempered scale"
"What is the frequency of the master clock?","1.02 MHz"
"What is the equation given in the Register Description?","(Not specified)"
"What is the purpose of the Register Description?","To provide an equation for use of other master clock frequencies"
"What is the purpose of the equal-tempered scale?","To provide a simple and quick method for generating the scale"
"What is the memory efficiency of the optimized note look-up table?","Improved"
"What is the size of the optimized note look-up table in bytes?","24 bytes"
"What is the number of notes per octave?","12"
"What is the purpose of the note look-up table?","To generate the equal-tempered scale"
"What is the purpose of the SID Oscillator?","To produce the notes of the equal-tempered scale"
"What is the frequency of the note A-4 in concert pitch?","440 Hz"
"What is the purpose of the SID Oscillator frequency control registers?","To produce the notes of the equal-tempered scale"
"What is the purpose of the SID Oscillator?","To produce the notes of the equal-tempered scale"
