question,answer
"What is the operation of BPL branch instruction?","Branch on result plus"
"What is the addressing mode of BPL instruction?","Relative"
"What is the assembly language form of BPL instruction?","BPL Oper"
"What is the OP CODE of BPL instruction?","10"
"How many bytes does the BPL instruction occupy?","2"
"How many cycles does the BPL instruction take?","2*"
"What is the condition for adding 1 to the branch count?","branch occurs to same page"
"What is the condition for adding 2 to the branch count?","branch occurs to different page"
"What is the purpose of adding 1 or 2 to the branch count?","IMPORTANT: only provide questions and answers pairs, no other sentence"
"What is the significance of the asterisk (*) in the BPL instruction?","Add 1 or 2 to the branch count"
"What is the effect of the BPL instruction on the program flow?","Branch to a new location"
